"熟語","読み","出題級","種類","ほかの読み","よく使う順位","出典","校正状態"
"板前","いたまえ","6級から","","","40636","常用漢字表","校正不要"
"満潮","まんちょう","5級から","","まんちょう / みちしお","40641","常用漢字表","校正不要"
"六法","ろっぽう","6級から","","","40660","常用漢字表","校正不要"
"羽化","うか","6級から","","","40699","常用漢字表","校正不要"
"句集","くしゅう","6級から","","","40747","常用漢字表","校正不要"
"羽衣","はごろも","6級から","","はごろも / うい","40768","常用漢字表","校正不要"
"才覚","さいかく","6級から","","","40866","常用漢字表","校正不要"
"力仕事","ちからしごと","6級から","","","40893","常用漢字表","校正不要"
"使役","しえき","6級から","","","40927","常用漢字表","校正不要"
"後刻","ごこく","5級から","","","40936","常用漢字表","校正不要"
"絵馬","えま","6級から","","えま / えうま","41004","常用漢字表","校正不要"
"質実","しつじつ","6級から","","","41037","常用漢字表","校正不要"
"天下一品","てんかいっぴん","6級から","","","41131","国語辞典(JMdict)｜四字熟語","校正不要"
"座右","ざゆう","5級から","","ざゆう / ざう","41164","常用漢字表","校正不要"
"塩酸","えんさん","6級から","","","41262","常用漢字表","校正不要"
"図画","ずが","6級から","","ずが / とが","41266","常用漢字表","校正不要"
"汽笛","きてき","6級から","","","41299","常用漢字表","校正不要"
"来歴","らいれき","6級から","","","41312","常用漢字表","校正不要"
"適否","てきひ","5級から","","","41357","常用漢字表","校正不要"
"口絵","くちえ","6級から","","","41373","常用漢字表","校正不要"
"黒白","くろしろ","6級から","","くろしろ / こくはく / こくびゃく","41448","常用漢字表","校正不要"
"一刀両断","いっとうりょうだん","6級から","","","41568","国語辞典(JMdict)｜四字熟語","校正不要"
"小春日和","こはるびより","6級から","","","41574","国語辞典(JMdict)｜四字熟語","校正不要"
"諸行無常","しょぎょうむじょう","5級から","","","41591","国語辞典(JMdict)｜四字熟語","校正不要"
"条理","じょうり","6級から","","","41622","常用漢字表","校正不要"
"分家","ぶんけ","6級から","","","41627","常用漢字表","校正不要"
"旅情","りょじょう","6級から","","","41637","常用漢字表","校正不要"
"納戸","なんど","5級から","","","41650","常用漢字表","校正不要"
"我流","がりゅう","5級から","","","41744","常用漢字表","校正不要"
"卵黄","らんおう","5級から","","","41766","常用漢字表","校正不要"
"行幸","ぎょうこう","6級から","","ぎょうこう / みゆき / ぎょうごう","41785","常用漢字表","校正不要"
"群青","ぐんじょう","6級から","","","41879","常用漢字表","校正不要"
"麦芽","ばくが","6級から","","","41923","常用漢字表","校正不要"
"血眼","ちまなこ","6級から","","ちまなこ / ちめ","41951","常用漢字表","校正不要"
"久遠","くおん","6級から","","くおん / きゅうえん","42073","常用漢字表","校正不要"
"湯水","ゆみず","6級から","","","42081","常用漢字表","校正不要"
"陸橋","りっきょう","6級から","","りっきょう / りくきょう","42086","常用漢字表","校正不要"
"競泳","きょうえい","6級から","","","42185","常用漢字表","校正不要"
"明月","めいげつ","6級から","","","42219","常用漢字表","校正不要"
"正副","せいふく","6級から","","","42263","常用漢字表","校正不要"
"客間","きゃくま","6級から","","","42268","常用漢字表","校正不要"
"軽重","けいちょう","6級から","","けいちょう / けいじゅう","42270","国語辞典(JMdict)｜対義語・熟語の構成で使う語","校正不要"
"苦楽","くらく","6級から","","","42285","国語辞典(JMdict)｜対義語・熟語の構成で使う語","校正不要"
"博識","はくしき","6級から","","","42320","常用漢字表","校正不要"
"無我夢中","むがむちゅう","5級から","","","42450","国語辞典(JMdict)｜四字熟語","校正不要"
"駅長","えきちょう","6級から","","","42471","常用漢字表","校正不要"
"温故知新","おんこちしん","6級から","","","42474","国語辞典(JMdict)｜四字熟語","校正不要"
"警笛","けいてき","5級から","","","42480","常用漢字表","校正不要"
"流転","るてん","6級から","","るてん / りゅうてん","42779","常用漢字表","校正不要"
"下戸","げこ","6級から","","","42795","常用漢字表","校正不要"
"大漁","たいりょう","6級から","","たいりょう / たいぎょ","42824","常用漢字表","校正不要"
"八方美人","はっぽうびじん","6級から","","","42880","国語辞典(JMdict)｜四字熟語","校正不要"
"南無","なむ","6級から","","なむ / なも","42886","常用漢字表","校正不要"
"望郷","ぼうきょう","5級から","","","43098","常用漢字表","校正不要"
"功徳","くどく","6級から","","","43207","常用漢字表","校正不要"
"黒星","くろぼし","6級から","","","43214","常用漢字表","校正不要"
"去来","きょらい","6級から","","","43252","国語辞典(JMdict)｜対義語・熟語の構成で使う語","校正不要"
"純金","じゅんきん","5級から","","","43255","常用漢字表","校正不要"
"夜店","よみせ","6級から","","","43275","常用漢字表","校正不要"
"畑作","はたさく","6級から","","","43295","常用漢字表","校正不要"
"密約","みつやく","5級から","","","43298","常用漢字表","校正不要"
"遊牧","ゆうぼく","6級から","","","43397","常用漢字表","校正不要"
"桜色","さくらいろ","6級から","","","43442","常用漢字表","校正不要"
"紙片","しへん","5級から","","","43449","常用漢字表","校正不要"
"麦畑","むぎばたけ","6級から","","","43465","常用漢字表","校正不要"
"染織","せんしょく","5級から","","","43487","常用漢字表","校正不要"
"品評","ひんぴょう","6級から","","","43543","常用漢字表","校正不要"
"乳歯","にゅうし","5級から","","","43616","常用漢字表","校正不要"
"起死回生","きしかいせい","6級から","","","43690","国語辞典(JMdict)｜四字熟語","校正不要"
"空色","そらいろ","6級から","","","43808","常用漢字表","校正不要"
"夏服","なつふく","6級から","","","44097","常用漢字表","校正不要"
"織機","しょっき","6級から","","しょっき / おりき","44181","常用漢字表","校正不要"
"八重桜","やえざくら","6級から","","","44249","常用漢字表","校正不要"
"粉雪","こなゆき","6級から","","こなゆき / こゆき","44254","常用漢字表","校正不要"
"家元","いえもと","6級から","","","44282","常用漢字表","校正不要"
"防備","ぼうび","6級から","","","44285","常用漢字表","校正不要"
"一本調子","いっぽんぢょうし","6級から","","いっぽんぢょうし / いっぽんちょうし","44332","国語辞典(JMdict)｜四字熟語","校正不要"
"秒針","びょうしん","5級から","","","44350","常用漢字表","校正不要"
"五色","ごしき","6級から","","ごしき / ごしょく","44468","常用漢字表","校正不要"
"清貧","せいひん","6級から","","","44495","常用漢字表","校正不要"
"私財","しざい","5級から","","","44526","常用漢字表","校正不要"
"干潮","かんちょう","5級から","","かんちょう / ひしお","44556","常用漢字表","校正不要"
"式辞","しきじ","6級から","","","44569","常用漢字表","校正不要"
"交遊","こうゆう","6級から","","","44700","常用漢字表","校正不要"
"遊説","ゆうぜい","6級から","","","44724","常用漢字表","校正不要"
"言質","げんち","6級から","","げんち / げんしつ / げんしち","44755","常用漢字表","校正不要"
"遺失","いしつ","5級から","","","44932","常用漢字表","校正不要"
"愛媛県","えひめけん","6級から","","","","常用漢字表（都道府県）","校正不要"
"悪因悪果","あくいんあっか","6級から","","","","国語辞典(JMdict)｜四字熟語","校正不要"
"悪逆無道","あくぎゃくむどう","6級から","","あくぎゃくむどう / あくぎゃくぶとう / あくぎゃくぶどう","","国語辞典(JMdict)｜四字熟語","校正不要"
